RouteID,Airline,Airline ID,Source airport,Source airport ID,Destination airport,Destination airport ID,Codeshare,Stops,Equipment
10754,AM,321,MEX,1824,ACA,1783,,0,ERJ 737 EMJ E70 E75
10755,AM,321,MEX,1824,AGU,1785,Y,0,EMJ ERJ E75 E70
10756,AM,321,MEX,1824,ATL,3682,Y,0,73H 73W 738 EMJ
10757,AM,321,MEX,1824,BJX,1815,,0,E70 EMJ ERJ
10758,AM,321,MEX,1824,BOG,2709,,0,737
10759,AM,321,MEX,1824,CCS,2851,,0,737
10760,AM,321,MEX,1824,CDG,1382,,0,787
10761,AM,321,MEX,1824,CEN,1794,Y,0,E70
10762,AM,321,MEX,1824,CJS,1796,,0,EMJ
10763,AM,321,MEX,1824,CLQ,1808,,0,ATR
10764,AM,321,MEX,1824,CME,1789,,0,737 EMJ E70 ERJ
10765,AM,321,MEX,1824,CPE,1795,Y,0,EMJ E70
10766,AM,321,MEX,1824,CUL,1792,,0,EMJ 737
10767,AM,321,MEX,1824,CUN,1852,,0,762 737 738 EMJ 763 787
10768,AM,321,MEX,1824,CUU,1797,,0,EMJ 737
10769,AM,321,MEX,1824,CVM,1798,,0,ATR
10770,AM,321,MEX,1824,DFW,3670,Y,0,EMJ
10771,AM,321,MEX,1824,DGO,1801,Y,0,EMJ ERJ
10772,AM,321,MEX,1824,DTW,3645,Y,0,319
10773,AM,321,MEX,1824,EZE,3988,,0,763 762 777
10774,AM,321,MEX,1824,GDL,1804,,0,737 EMJ E70 E75 738 ERJ
10775,AM,321,MEX,1824,GRU,2564,,0,777
10776,AM,321,MEX,1824,GUA,1767,Y,0,EMJ
10777,AM,321,MEX,1824,HAV,1909,,0,737
10778,AM,321,MEX,1824,HMO,1807,,0,737
10779,AM,321,MEX,1824,HUX,1786,Y,0,EMJ
10780,AM,321,MEX,1824,IAD,3714,,0,737
10781,AM,321,MEX,1824,IAH,3550,,0,EMJ
10782,AM,321,MEX,1824,JAL,5837,,0,ATR
10783,AM,321,MEX,1824,JFK,3797,,0,738 787
10784,AM,321,MEX,1824,LAP,1816,Y,0,EMJ
10785,AM,321,MEX,1824,LAS,3877,,0,737
10786,AM,321,MEX,1824,LAX,3484,,0,737
10787,AM,321,MEX,1824,LHR,507,,0,787
10788,AM,321,MEX,1824,LIM,2789,,0,762 738 763
10789,AM,321,MEX,1824,LMM,1814,Y,0,E70
10790,AM,321,MEX,1824,LZC,1813,,0,ATR
10791,AM,321,MEX,1824,MAD,1229,,0,777 787 762
10792,AM,321,MEX,1824,MAM,1818,Y,0,ERJ
10793,AM,321,MEX,1824,MCO,3878,,0,737
10794,AM,321,MEX,1824,MIA,3576,,0,737
10795,AM,321,MEX,1824,MID,1819,,0,737 EMJ E70 ERJ
10796,AM,321,MEX,1824,MLM,1821,Y,0,ERJ
10797,AM,321,MEX,1824,MTT,1822,Y,0,EMJ ERJ E75
10798,AM,321,MEX,1824,MTY,1825,,0,737 738 EMJ ERJ
10799,AM,321,MEX,1824,MXL,1820,,0,737
10800,AM,321,MEX,1824,MZT,1826,,0,EMJ
10801,AM,321,MEX,1824,NLD,1828,Y,0,ERJ
10802,AM,321,MEX,1824,OAX,1829,,0,E75 ERJ
10803,AM,321,MEX,1824,ORD,3830,,0,737
10804,AM,321,MEX,1824,PAZ,1830,Y,0,ERJ
10805,AM,321,MEX,1824,PDS,1834,,0,CRJ
10806,AM,321,MEX,1824,PTY,1871,Y,0,738 73G
10807,AM,321,MEX,1824,PVR,1836,,0,738 ERJ 737 EMJ
10808,AM,321,MEX,1824,PXM,1837,,0,ATR
10809,AM,321,MEX,1824,REX,1839,,0,E70
10810,AM,321,MEX,1824,SAL,1892,Y,0,EMJ
10811,AM,321,MEX,1824,SAP,1772,Y,0,E70
10812,AM,321,MEX,1824,SAT,3621,Y,0,EMJ
10813,AM,321,MEX,1824,SCL,2650,,0,762 763
10814,AM,321,MEX,1824,SFO,3469,,0,737
10815,AM,321,MEX,1824,SJD,1840,,0,EMJ 738 737 ERJ
10816,AM,321,MEX,1824,SJO,1885,,0,738
10817,AM,321,MEX,1824,SLP,1842,Y,0,ERJ
10818,AM,321,MEX,1824,SLW,1810,Y,0,ERJ
10819,AM,321,MEX,1824,TAM,1848,Y,0,E70 ERJ E75 EMJ
10820,AM,321,MEX,1824,TAP,1851,,0,E70 EMJ ERJ E75
10821,AM,321,MEX,1824,TGZ,1846,,0,ERJ EMJ
10822,AM,321,MEX,1824,TIJ,1847,,0,737 787 777 762
10823,AM,321,MEX,1824,TPQ,1802,,0,CRJ ATR
10824,AM,321,MEX,1824,TRC,1845,,0,EMJ
10825,AM,321,MEX,1824,UIO,2688,,0,737
10826,AM,321,MEX,1824,VER,1854,,0,E75 AT7
10827,AM,321,MEX,1824,VSA,1853,,0,EMJ 737 ERJ E70
10828,AM,321,MEX,1824,YUL,146,,0,738
10829,AM,321,MEX,1824,ZCL,1855,Y,0,ERJ
10830,AM,321,MEX,1824,ZIH,1856,Y,0,ERJ EMJ
10831,AM,321,MEX,1824,ZLO,1858,Y,0,E75 ERJ
10832,AM,321,MIA,3576,ATL,3682,Y,0,M88 M90
10833,AM,321,MIA,3576,MEX,1824,,0,737
10834,AM,321,MIA,3576,MID,1819,Y,0,EMJ
10835,AM,321,MID,1819,MEX,1824,,0,737 EMJ E70 ERJ
10836,AM,321,MID,1819,MIA,3576,Y,0,EMJ
10837,AM,321,MID,1819,VSA,1853,,0,AT7
10838,AM,321,MKE,3717,ATL,3682,Y,0,M90
10839,AM,321,MLM,1821,MEX,1824,Y,0,ERJ
10840,AM,321,MLM,1821,SFO,3469,,0,738
10841,AM,321,MRS,1353,CDG,1382,Y,0,319
10842,AM,321,MSP,3858,ATL,3682,Y,0,320 757
10843,AM,321,MSP,3858,CUN,1852,Y,0,320
10844,AM,321,MSY,3861,ATL,3682,Y,0,M88 757 M90
10845,AM,321,MTT,1822,MEX,1824,Y,0,EMJ ERJ E75
10846,AM,321,MTY,1825,AGU,1785,Y,0,ERJ
10847,AM,321,MTY,1825,ATL,3682,Y,0,CR9
10848,AM,321,MTY,1825,BJX,1815,Y,0,ERJ
10849,AM,321,MTY,1825,CJS,1796,Y,0,ERJ
10850,AM,321,MTY,1825,CUL,1792,Y,0,ERJ
10851,AM,321,MTY,1825,CUU,1797,Y,0,ERJ
10852,AM,321,MTY,1825,DTW,3645,Y,0,319
10853,AM,321,MTY,1825,GDL,1804,Y,0,ERJ
10854,AM,321,MTY,1825,HMO,1807,Y,0,ERJ
10855,AM,321,MTY,1825,LAS,3877,,0,737
10856,AM,321,MTY,1825,MEX,1824,,0,737 EMJ ERJ
10857,AM,321,MTY,1825,PBC,1831,Y,0,ERJ
10858,AM,321,MTY,1825,PTY,1871,Y,0,E90
10859,AM,321,MTY,1825,QRO,1838,Y,0,ERJ
10860,AM,321,MTY,1825,SAT,3621,Y,0,ERJ
10861,AM,321,MTY,1825,TAM,1848,,0,AT7
10862,AM,321,MTY,1825,TLC,1850,Y,0,ERJ
10863,AM,321,MTY,1825,VER,1854,Y,0,ERJ
10864,AM,321,MXL,1820,HMO,1807,Y,0,ERJ
10865,AM,321,MXL,1820,MEX,1824,,0,737
10866,AM,321,MZT,1826,GDL,1804,Y,0,ERJ
10867,AM,321,MZT,1826,LAX,3484,Y,0,739
10868,AM,321,MZT,1826,LMM,1814,Y,0,ERJ
10869,AM,321,MZT,1826,MEX,1824,,0,EMJ
10870,AM,321,NLD,1828,MEX,1824,Y,0,ERJ
10871,AM,321,NRT,2279,MEX,1824,,0,787
10872,AM,321,OAX,1829,MEX,1824,,0,E75 ERJ
10873,AM,321,ONT,3734,GDL,1804,,0,738
10874,AM,321,ORD,3830,GDL,1804,,0,737
10875,AM,321,ORD,3830,MEX,1824,,0,737
10876,AM,321,PAP,1897,PTY,1871,Y,0,73G 738
10877,AM,321,PAZ,1830,MEX,1824,Y,0,ERJ
10878,AM,321,PAZ,1830,REX,1839,,0,ATR
10879,AM,321,PAZ,1830,VSA,1853,,0,ATR
10880,AM,321,PBC,1831,MTY,1825,Y,0,ERJ
10881,AM,321,PDS,1834,MEX,1824,,0,CRJ
10882,AM,321,PHL,3752,ATL,3682,Y,0,M88 757 M90
10883,AM,321,PHX,3462,HMO,1807,,0,ERJ
10884,AM,321,PIT,3570,ATL,3682,Y,0,M88 320
10885,AM,321,POS,2902,PTY,1871,,0,73G E90
10886,AM,321,PTY,1871,CUN,1852,Y,0,738 73G
10887,AM,321,PTY,1871,GDL,1804,Y,0,E90
10888,AM,321,PTY,1871,MEX,1824,Y,0,738 73G
10889,AM,321,PTY,1871,MTY,1825,Y,0,E90
10890,AM,321,PTY,1871,PAP,1897,Y,0,73G 738
10891,AM,321,PTY,1871,POS,2902,,0,73G E90
10892,AM,321,PVG,3406,TIJ,1847,,0,777
10893,AM,321,PVR,1836,ATL,3682,Y,0,757
10894,AM,321,PVR,1836,GDL,1804,Y,0,ERJ
10895,AM,321,PVR,1836,LAX,3484,Y,0,739 320 73H
10896,AM,321,PVR,1836,MEX,1824,,0,ERJ 738 737 EMJ
10897,AM,321,PVR,1836,SAN,3731,Y,0,73J
10898,AM,321,PVR,1836,SFO,3469,Y,0,73J 739
10899,AM,321,PVR,1836,SLC,3536,Y,0,CR9
10900,AM,321,PXM,1837,MEX,1824,,0,ATR
10901,AM,321,QRO,1838,MTY,1825,Y,0,ERJ
10902,AM,321,RDU,3626,ATL,3682,Y,0,M88 M90 739
10903,AM,321,RDU,3626,CUN,1852,Y,0,M88
10904,AM,321,REX,1839,MEX,1824,,0,E70
10905,AM,321,REX,1839,PAZ,1830,,0,ATR
10906,AM,321,RIC,3608,ATL,3682,Y,0,M90 M88
10907,AM,321,SAL,1892,MEX,1824,Y,0,EMJ
10908,AM,321,SAN,3731,PVR,1836,Y,0,73J
10909,AM,321,SAP,1772,MEX,1824,Y,0,E70
10910,AM,321,SAT,3621,MEX,1824,Y,0,EMJ
10911,AM,321,SAT,3621,MTY,1825,Y,0,ERJ
10912,AM,321,SCL,2650,MEX,1824,,0,762 763
10913,AM,321,SEA,3577,ATL,3682,Y,0,739 76W 757
10914,AM,321,SFO,3469,ATL,3682,Y,0,763
10915,AM,321,SFO,3469,BJX,1815,,0,738
10916,AM,321,SFO,3469,GDL,1804,,0,738
10917,AM,321,SFO,3469,MEX,1824,,0,737
10918,AM,321,SFO,3469,MLM,1821,,0,738
10919,AM,321,SFO,3469,PVR,1836,Y,0,73J 739
10920,AM,321,SFO,3469,SJD,1840,Y,0,734
10921,AM,321,SJC,3748,GDL,1804,Y,0,73H
10922,AM,321,SJC,3748,SJD,1840,Y,0,734
10923,AM,321,SJD,1840,ATL,3682,Y,0,73W 738
10924,AM,321,SJD,1840,LAX,3484,,0,734
10925,AM,321,SJD,1840,MEX,1824,,0,EMJ 738 737
10926,AM,321,SJD,1840,SFO,3469,Y,0,734
10927,AM,321,SJD,1840,SJC,3748,Y,0,734
10928,AM,321,SJD,1840,SLC,3536,Y,0,CR9
10929,AM,321,SJO,1885,MEX,1824,,0,738
10930,AM,321,SJU,2890,ATL,3682,Y,0,757 753
10931,AM,321,SLC,3536,ATL,3682,Y,0,763
10932,AM,321,SLC,3536,CUN,1852,Y,0,320
10933,AM,321,SLC,3536,PVR,1836,Y,0,CR9
10934,AM,321,SLC,3536,SJD,1840,Y,0,CR9
10935,AM,321,SLP,1842,MEX,1824,Y,0,ERJ
10936,AM,321,SLW,1810,MEX,1824,Y,0,ERJ
10937,AM,321,SMF,3817,GDL,1804,,0,738
10938,AM,321,STL,3678,ATL,3682,Y,0,717 M90 M88
10939,AM,321,TAM,1848,MEX,1824,Y,0,ERJ E70 E75 EMJ
10940,AM,321,TAM,1848,MTY,1825,,0,AT7
10941,AM,321,TAM,1848,VER,1854,,0,AT7
10942,AM,321,TAP,1851,GUA,1767,Y,0,ERJ
10943,AM,321,TAP,1851,MEX,1824,,0,ERJ E70 EMJ E75
10944,AM,321,TGZ,1846,MEX,1824,,0,ERJ EMJ
10945,AM,321,TIJ,1847,BJX,1815,,0,EMJ
10946,AM,321,TIJ,1847,CJS,1796,Y,0,ERJ
10947,AM,321,TIJ,1847,CUL,1792,,0,738
10948,AM,321,TIJ,1847,DGO,1801,Y,0,EMJ
10949,AM,321,TIJ,1847,GDL,1804,,0,738
10950,AM,321,TIJ,1847,HMO,1807,Y,0,ERJ
10951,AM,321,TIJ,1847,MEX,1824,,0,737 787 762 777
10952,AM,321,TIJ,1847,NRT,2279,,0,787
10953,AM,321,TIJ,1847,PVG,3406,,0,777
10954,AM,321,TLC,1850,ACA,1783,Y,0,ERJ
10955,AM,321,TLC,1850,GDL,1804,Y,0,ERJ
10956,AM,321,TLC,1850,MTY,1825,Y,0,ERJ
10957,AM,321,TPA,3646,ATL,3682,Y,0,757
10958,AM,321,TPQ,1802,MEX,1824,,0,CRJ ATR
10959,AM,321,TRC,1845,CUU,1797,Y,0,ERJ
10960,AM,321,TRC,1845,GDL,1804,Y,0,ERJ
10961,AM,321,TRC,1845,MEX,1824,,0,EMJ
10962,AM,321,UIO,2688,MEX,1824,,0,737
10963,AM,321,VER,1854,MEX,1824,,0,AT7
10964,AM,321,VER,1854,MTY,1825,Y,0,ERJ
10965,AM,321,VER,1854,TAM,1848,,0,AT7
10966,AM,321,VER,1854,VSA,1853,,0,AT7
10967,AM,321,VSA,1853,MEX,1824,,0,737 EMJ ERJ E70
10968,AM,321,VSA,1853,MID,1819,,0,AT7
10969,AM,321,VSA,1853,PAZ,1830,,0,ATR
10970,AM,321,VSA,1853,VER,1854,,0,AT7
10971,AM,321,VVI,2771,LIM,2789,Y,0,319
10972,AM,321,XNA,4356,ATL,3682,Y,0,CRJ
10973,AM,321,YUL,146,ATL,3682,Y,0,CR9 CR7
10974,AM,321,YUL,146,MEX,1824,,0,738
10975,AM,321,ZCL,1855,MEX,1824,Y,0,ERJ
10976,AM,321,ZIH,1856,LAX,3484,Y,0,739
10977,AM,321,ZIH,1856,MEX,1824,Y,0,ERJ EMJ
10978,AM,321,ZLO,1858,LAX,3484,Y,0,73H
10979,AM,321,ZLO,1858,MEX,1824,Y,0,E75 ERJ
10980,AP,240,AMS,580,CTA,1509,,0,320
10981,AP,240,AMS,580,LIN,1529,Y,0,32S 321
10982,AP,240,AMS,580,PMO,1512,,0,320
10983,AP,240,ATH,3941,VCE,1551,,0,320
10984,AP,240,BLQ,1538,CTA,1509,,0,320
10985,AP,240,BLQ,1538,TIA,1190,,0,320
10986,AP,240,BRI,1501,LIN,1529,Y,0,32S
10987,AP,240,CDG,1382,CTA,1509,,0,320
10988,AP,240,CDG,1382,LIN,1529,Y,0,32S 320 319
10989,AP,240,CDG,1382,PMO,1512,,0,320
10990,AP,240,CPH,609,VCE,1551,,0,320
10991,AP,240,CTA,1509,AMS,580,,0,320
10992,AP,240,CTA,1509,BLQ,1538,,0,320
10993,AP,240,CTA,1509,CDG,1382,,0,320
10994,AP,240,CTA,1509,DUS,345,,0,320
10995,AP,240,CTA,1509,LGW,502,,0,320
10996,AP,240,CTA,1509,LIN,1529,Y,0,319 E90
10997,AP,240,CTA,1509,LYS,1335,,0,320
10998,AP,240,CTA,1509,MXP,1524,,0,320
10999,AP,240,CTA,1509,PSA,1562,,0,320
11000,AP,240,CTA,1509,STR,350,,0,320
11001,AP,240,CTA,1509,SVO,2985,,0,320
11002,AP,240,CTA,1509,TRN,1526,,0,320
11003,AP,240,CTA,1509,TXL,351,,0,320
11004,AP,240,CTA,1509,VCE,1551,,0,320
11005,AP,240,CTA,1509,VIE,1613,,0,320
11006,AP,240,CTA,1509,VRN,1550,,0,320
11007,AP,240,DUS,345,CTA,1509,,0,320
11008,AP,240,GOA,1528,TIA,1190,,0,320
11009,AP,240,LED,2948,VCE,1551,,0,320
11010,AP,240,LGW,502,CTA,1509,,0,320
11011,AP,240,LGW,502,PMO,1512,,0,320
11012,AP,240,LIN,1529,AMS,580,Y,0,32S 321
11013,AP,240,LIN,1529,BRI,1501,Y,0,32S E75 319
11014,AP,240,LIN,1529,CDG,1382,Y,0,32S 320 319
11015,AP,240,LIN,1529,CTA,1509,Y,0,319 E90
11016,AP,240,LIN,1529,NAP,1561,Y,0,E90 32S
11017,AP,240,LIN,1529,PMO,1512,Y,0,32S 320 E75
11018,AP,240,LYS,1335,CTA,1509,,0,320
11019,AP,240,MXP,1524,CTA,1509,,0,320
11020,AP,240,MXP,1524,TIA,1190,,0,320
11021,AP,240,NAP,1561,LIN,1529,Y,0,E90 32S
11022,AP,240,PMO,1512,AMS,580,,0,320
11023,AP,240,PMO,1512,CDG,1382,,0,320
11024,AP,240,PMO,1512,LGW,502,,0,320
11025,AP,240,PMO,1512,LIN,1529,Y,0,32S E75
11026,AP,240,PMO,1512,SVO,2985,,0,320
11027,AP,240,PMO,1512,TRN,1526,,0,320
11028,AP,240,PMO,1512,TXL,351,,0,320
11029,AP,240,PMO,1512,VCE,1551,,0,320
11030,AP,240,PMO,1512,VRN,1550,,0,320
11031,AP,240,PRG,1587,PSA,1562,,0,320
11032,AP,240,PRG,1587,VCE,1551,,0,320
11033,AP,240,PSA,1562,CTA,1509,,0,320
11034,AP,240,PSA,1562,PRG,1587,,0,320
11035,AP,240,PSA,1562,SVO,2985,,0,320
11036,AP,240,PSA,1562,TIA,1190,,0,320
11037,AP,240,PSA,1562,TXL,351,,0,320
11038,AP,240,STR,350,CTA,1509,,0,320
11039,AP,240,SUF,1508,TRN,1526,,0,320
11040,AP,240,SUF,1508,VCE,1551,,0,320
11041,AP,240,SVO,2985,CTA,1509,,0,320
11042,AP,240,SVO,2985,PMO,1512,,0,320
11043,AP,240,SVO,2985,PSA,1562,,0,320
11044,AP,240,TIA,1190,BLQ,1538,,0,320
11045,AP,240,TIA,1190,GOA,1528,,0,320
11046,AP,240,TIA,1190,MXP,1524,,0,320
11047,AP,240,TIA,1190,PSA,1562,,0,320
11048,AP,240,TIA,1190,VCE,1551,,0,320
11049,AP,240,TIA,1190,VRN,1550,,0,320
11050,AP,240,TRN,1526,CTA,1509,,0,320
11051,AP,240,TRN,1526,PMO,1512,,0,320
11052,AP,240,TRN,1526,SUF,1508,,0,320
11053,AP,240,TXL,351,CTA,1509,,0,320
11054,AP,240,TXL,351,PMO,1512,,0,320
11055,AP,240,TXL,351,PSA,1562,,0,320
11056,AP,240,VCE,1551,ATH,3941,,0,320
11057,AP,240,VCE,1551,CPH,609,,0,320
11058,AP,240,VCE,1551,CTA,1509,,0,320
11059,AP,240,VCE,1551,LED,2948,,0,320
11060,AP,240,VCE,1551,PMO,1512,,0,320
11061,AP,240,VCE,1551,PRG,1587,,0,320
11062,AP,240,VCE,1551,SUF,1508,,0,320
11063,AP,240,VCE,1551,TIA,1190,,0,320
11064,AP,240,VIE,1613,CTA,1509,,0,320
11065,AP,240,VRN,1550,CTA,1509,,0,320
11066,AP,240,VRN,1550,PMO,1512,,0,320
11067,AP,240,VRN,1550,TIA,1190,,0,320
11068,AR,412,AEP,2442,AFA,2454,Y,0,E90
11069,AR,412,AEP,2442,ASU,2699,,0,737
11070,AR,412,AEP,2442,BHI,2501,,0,737
11071,AR,412,AEP,2442,BRC,2513,,0,737
11072,AR,412,AEP,2442,COR,2443,,0,737
11073,AR,412,AEP,2442,CPC,2517,Y,0,E90
11074,AR,412,AEP,2442,CRD,2487,,0,737
11075,AR,412,AEP,2442,CTC,2455,Y,0,E90
11076,AR,412,AEP,2442,CWB,2545,Y,0,E90
11077,AR,412,AEP,2442,EQS,2488,Y,0,E90
11078,AR,412,AEP,2442,FLN,2555,,0,737
11079,AR,412,AEP,2442,FMA,2470,Y,0,E90
11080,AR,412,AEP,2442,FTE,4061,,0,737
11081,AR,412,AEP,2442,GIG,2560,,0,737
11082,AR,412,AEP,2442,GRU,2564,,0,737
11083,AR,412,AEP,2442,IGR,2471,,0,737
11084,AR,412,AEP,2442,IRJ,2458,Y,0,E90
11085,AR,412,AEP,2442,JUJ,2477,,0,737
11086,AR,412,AEP,2442,LUQ,2467,Y,0,E90
11087,AR,412,AEP,2442,MDQ,2508,,0,737
11088,AR,412,AEP,2442,MDZ,2452,,0,737
11089,AR,412,AEP,2442,MVD,2816,,0,737
11090,AR,412,AEP,2442,NQN,2509,,0,737
11091,AR,412,AEP,2442,PDP,6777,Y,0,E90
11092,AR,412,AEP,2442,POA,2599,,0,737
11093,AR,412,AEP,2442,PRA,2439,Y,0,E90
11094,AR,412,AEP,2442,PSS,2474,,0,737
11095,AR,412,AEP,2442,REL,2490,,0,737
11096,AR,412,AEP,2442,RES,2469,,0,737
11097,AR,412,AEP,2442,RGA,2495,,0,737
11098,AR,412,AEP,2442,RGL,2496,,0,737
11099,AR,412,AEP,2442,RHD,8914,Y,0,E90
11100,AR,412,AEP,2442,ROS,2440,Y,0,E90
11101,AR,412,AEP,2442,RSA,2512,Y,0,E90
11102,AR,412,AEP,2442,SCL,2650,,0,737
11103,AR,412,AEP,2442,SDE,2456,,0,737
11104,AR,412,AEP,2442,SFN,2441,Y,0,E90
11105,AR,412,AEP,2442,SLA,2476,,0,737
11106,AR,412,AEP,2442,TUC,2460,,0,737
11107,AR,412,AEP,2442,UAQ,2461,,0,737
11108,AR,412,AEP,2442,USH,2497,,0,737
11109,AR,412,AEP,2442,VDM,2491,Y,0,E90
11110,AR,412,AFA,2454,AEP,2442,Y,0,E90
11111,AR,412,AFA,2454,LUQ,2467,Y,0,E90
11112,AR,412,ASU,2699,AEP,2442,,0,737
11113,AR,412,ASU,2699,EZE,3988,,0,737
11114,AR,412,BCN,1218,EZE,3988,,0,340
11115,AR,412,BHI,2501,AEP,2442,,0,737
11116,AR,412,BOG,2709,EZE,3988,,0,340
11117,AR,412,BRC,2513,AEP,2442,,0,737
11118,AR,412,BRC,2513,COR,2443,,0,737
11119,AR,412,BRC,2513,EZE,3988,,0,737
11120,AR,412,BRC,2513,MDZ,2452,,0,737
11121,AR,412,BSB,2531,EZE,3988,,0,737
11122,AR,412,CCS,2851,EZE,3988,,0,340
11123,AR,412,CNF,2537,AEP,2442,Y,0,E90
11124,AR,412,COR,2443,AEP,2442,,0,737
11125,AR,412,COR,2443,BRC,2513,,0,737
11126,AR,412,COR,2443,EZE,3988,,0,737
11127,AR,412,COR,2443,JUJ,2477,Y,0,E90
11128,AR,412,COR,2443,MDZ,2452,,0,737
11129,AR,412,COR,2443,SLA,2476,Y,0,E90
11130,AR,412,CPC,2517,AEP,2442,Y,0,E90
11131,AR,412,CRD,2487,AEP,2442,,0,737
11132,AR,412,CRD,2487,NQN,2509,,0,737
11133,AR,412,CTC,2455,AEP,2442,Y,0,E90
11134,AR,412,CUN,1852,EZE,3988,,0,340
11135,AR,412,CWB,2545,AEP,2442,Y,0,E90
11136,AR,412,EQS,2488,AEP,2442,Y,0,E90
11137,AR,412,EZE,3988,ASU,2699,,0,737
11138,AR,412,EZE,3988,BCN,1218,,0,340
11139,AR,412,EZE,3988,BOG,2709,,0,340
11140,AR,412,EZE,3988,BRC,2513,,0,737
11141,AR,412,EZE,3988,BSB,2531,,0,737
11142,AR,412,EZE,3988,CCS,2851,,0,340
11143,AR,412,EZE,3988,COR,2443,,0,737
11144,AR,412,EZE,3988,CUN,1852,,0,340
11145,AR,412,EZE,3988,FCO,1555,,0,340
11146,AR,412,EZE,3988,FTE,4061,,0,737
11147,AR,412,EZE,3988,GIG,2560,,0,737
11148,AR,412,EZE,3988,GRU,2564,Y,0,E90
11149,AR,412,EZE,3988,IGR,2471,,0,737
11150,AR,412,EZE,3988,JFK,3797,,0,330
11151,AR,412,EZE,3988,LIM,2789,,0,737
11152,AR,412,EZE,3988,MAD,1229,,0,340
11153,AR,412,EZE,3988,MDZ,2452,Y,0,E90
11154,AR,412,EZE,3988,MIA,3576,,0,340 330
11155,AR,412,EZE,3988,MVD,2816,Y,0,E90
11156,AR,412,EZE,3988,REL,2490,,0,737
11157,AR,412,EZE,3988,ROS,2440,Y,0,E90
11158,AR,412,EZE,3988,SCL,2650,Y,0,E90
11159,AR,412,EZE,3988,USH,2497,,0,340
11160,AR,412,EZE,3988,VVI,2771,,0,737
11161,AR,412,FCO,1555,EZE,3988,,0,340
11162,AR,412,FLN,2555,AEP,2442,,0,737
11163,AR,412,FMA,2470,AEP,2442,Y,0,E90
11164,AR,412,FTE,4061,AEP,2442,,0,737
11165,AR,412,FTE,4061,EZE,3988,,0,737
11166,AR,412,FTE,4061,USH,2497,,0,737
11167,AR,412,GIG,2560,AEP,2442,,0,737
11168,AR,412,GIG,2560,EZE,3988,,0,737
11169,AR,412,GRU,2564,AEP,2442,,0,737
11170,AR,412,GRU,2564,EZE,3988,Y,0,E90
11171,AR,412,IGR,2471,AEP,2442,,0,737
11172,AR,412,IGR,2471,EZE,3988,,0,737
11173,AR,412,IGR,2471,SLA,2476,Y,0,E90
11174,AR,412,IRJ,2458,AEP,2442,Y,0,E90
11175,AR,412,JFK,3797,EZE,3988,,0,330
11176,AR,412,JUJ,2477,AEP,2442,,0,737
11177,AR,412,JUJ,2477,COR,2443,Y,0,E90
11178,AR,412,LIM,2789,EZE,3988,,0,737
11179,AR,412,LUQ,2467,AEP,2442,Y,0,E90
11180,AR,412,MAD,1229,EZE,3988,,0,340
11181,AR,412,MDQ,2508,AEP,2442,,0,737
11182,AR,412,MDZ,2452,AEP,2442,,0,737
11183,AR,412,MDZ,2452,BRC,2513,,0,737
11184,AR,412,MDZ,2452,COR,2443,,0,737
11185,AR,412,MDZ,2452,EZE,3988,Y,0,E90
11186,AR,412,MDZ,2452,NQN,2509,,0,737
11187,AR,412,MDZ,2452,SLA,2476,Y,0,E90
11188,AR,412,MIA,3576,EZE,3988,,0,330 340
11189,AR,412,MVD,2816,AEP,2442,,0,737
11190,AR,412,MVD,2816,EZE,3988,Y,0,E90
11191,AR,412,NQN,2509,AEP,2442,,0,737
11192,AR,412,NQN,2509,CRD,2487,,0,737
11193,AR,412,NQN,2509,MDZ,2452,,0,737
11194,AR,412,PDP,6777,AEP,2442,Y,0,E90
11195,AR,412,POA,2599,AEP,2442,,0,737
11196,AR,412,PRA,2439,AEP,2442,Y,0,E90
11197,AR,412,PSS,2474,AEP,2442,,0,737
11198,AR,412,REL,2490,AEP,2442,,0,737
11199,AR,412,REL,2490,EZE,3988,,0,737
11200,AR,412,RES,2469,AEP,2442,,0,737
11201,AR,412,RGA,2495,AEP,2442,,0,737
11202,AR,412,RGL,2496,AEP,2442,,0,737
11203,AR,412,RHD,8914,AEP,2442,Y,0,E90
11204,AR,412,ROS,2440,AEP,2442,Y,0,E90
11205,AR,412,ROS,2440,EZE,3988,Y,0,E90
11206,AR,412,RSA,2512,AFA,2454,Y,0,E90
11207,AR,412,SCL,2650,AEP,2442,,0,737
11208,AR,412,SCL,2650,EZE,3988,Y,0,E90
11209,AR,412,SDE,2456,AEP,2442,,0,737
11210,AR,412,SFN,2441,AEP,2442,Y,0,E90
11211,AR,412,SLA,2476,AEP,2442,,0,737
11212,AR,412,SLA,2476,COR,2443,Y,0,E90
11213,AR,412,SLA,2476,IGR,2471,Y,0,E90
11214,AR,412,SLA,2476,MDZ,2452,Y,0,E90
11215,AR,412,TUC,2460,AEP,2442,,0,737
11216,AR,412,UAQ,2461,AEP,2442,,0,737
11217,AR,412,USH,2497,AEP,2442,,0,737
11218,AR,412,USH,2497,EZE,3988,,0,340
11219,AR,412,USH,2497,FTE,4061,,0,737
11220,AR,412,VDM,2491,REL,2490,Y,0,E90
11221,AR,412,VVI,2771,EZE,3988,,0,737
11222,AS,439,ABQ,4019,LAX,3484,Y,0,CR7 CRJ
11223,AS,439,ADK,5959,ANC,3774,,0,734 73Q
11224,AS,439,ADQ,3531,ANC,3774,,0,734 73Q
11225,AS,439,AKN,3794,ANC,3774,Y,0,SF3
